Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,PROKKA_Fusobacterium_necrophorum_BL.fna,PROKKA_Fusobacterium_necrophorum_D12.fna,PROKKA_Fusobacterium_necrophorum_DJ-1.fna,PROKKA_Fusobacterium_necrophorum_DJ-2.fna,PROKKA_Fusobacterium_necrophorum_isolate_MGYG-HGUT-02362.fna,PROKKA_Fusobacterium_necrophorum_strain_ATCC_25286.fna,PROKKA_Fusobacterium_necrophorum_strain_FDAARGOS_565.fna,PROKKA_Fusobacterium_necrophorum_strain_KG34.fna,PROKKA_Fusobacterium_necrophorum_strain_KG35.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_ATCC_51357.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_B35_FNF_B35.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_Fnf_1007.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_1_1.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_CCUG_42162.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1248.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1250.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1260.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1267.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1285.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1291.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1309.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1314_102.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1330.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1351_200.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1353.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_F1365.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1195_338.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1197.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1260.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1264.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1266.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1272_324.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_LS_1291.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_P1_CP.fna,PROKKA_Fusobacterium_necrophorum_subsp._funduliforme_strain_P1_LM.fna,PROKKA_Fusobacterium_necrophorum_subsp._necrophorum_strain_ATCC_25286.fna,PROKKA_usobacterium_necrophorum_BFTR-1.fna,PROKKA_usobacterium_necrophorum_BFTR-2.fna,PROKKA_usobacterium_necrophorum_DAB.fna,PROKKA_usobacterium_necrophorum_HUN048_T527.fna,PROKKA_usobacterium_necrophorum_subsp._funduliforme_B35.fna,PROKKA_usobacterium_necrophorum_subsp._funduliforme_strain_LS_1280.fna
group_4172,fmt,Methionyl-tRNA formyltransferase,1,1,1,56,6203,417,1,,932,932,932,,,,,,,,,DJMJFLHK_00312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4173,accB_1,Biotin carboxyl carrier protein of acetyl-CoA carboxylase,1,1,1,56,6211,80,6,,443,443,443,,,,,,,,,DJMJFLHK_00315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4174,ycf3,Photosystem I assembly protein Ycf3,1,1,1,56,6210,442,1,,323,323,323,,,,,,,,,DJMJFLHK_00317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4175,ybaK,Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK,1,1,1,56,6217,1,2,,470,470,470,,,,,,,,,DJMJFLHK_00322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4176,cmoA,tRNA (cmo5U34)-methyltransferase,1,1,1,56,6191,45,2,,644,644,644,,,,,,,,,DJMJFLHK_00327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4177,queF,NADPH-dependent 7-cyano-7-deazaguanine reductase,1,1,1,56,6181,394,2,,482,482,482,,,,,,,,,DJMJFLHK_00344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4178,queC,7-cyano-7-deazaguanine synthase,1,1,1,56,6182,394,1,,695,695,695,,,,,,,,,DJMJFLHK_00345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4179,queD,"6-carboxy-5,6,7,8-tetrahydropterin synthase",1,1,1,56,6180,18,2,,443,443,443,,,,,,,,,DJMJFLHK_00348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4180,loiP,Metalloprotease LoiP,1,1,1,56,6179,18,3,,791,791,791,,,,,,,,,DJMJFLHK_00349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4181,fhaB,Filamentous hemagglutinin,1,1,1,56,6178,18,4,,4217,4217,4217,,,,,,,,,DJMJFLHK_00350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4182,fhaC_1,Filamentous hemagglutinin transporter protein FhaC,1,1,1,56,6177,18,5,,1292,1292,1292,,,,,,,,,DJMJFLHK_00351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4183,cobS,Adenosylcobinamide-GDP ribazoletransferase,1,1,1,56,6259,414,1,,815,815,815,,,,,,,,,DJMJFLHK_00354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yfiC_2,,tRNA1(Val) (adenine(37)-N6)-methyltransferase,1,1,1,56,6267,411,1,,668,668,668,,,,,,,,,DJMJFLHK_00359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4185,xseA,Exodeoxyribonuclease 7 large subunit,1,1,1,56,6111,393,2,,1214,1214,1214,,,,,,,,,DJMJFLHK_00363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4186,,hypothetical protein,1,1,1,56,6110,393,1,,674,674,674,,,,,,,,,DJMJFLHK_00364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4187,,hypothetical protein,1,1,1,56,6109,1,2393,,761,761,761,,,,,,,,,DJMJFLHK_00377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4188,,hypothetical protein,1,1,1,56,4752,388,1,,227,227,227,,,,,,,,,DJMJFLHK_00382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4189,,hypothetical protein,1,1,1,56,4753,388,2,,401,401,401,,,,,,,,,DJMJFLHK_00383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4190,,hypothetical protein,1,1,1,56,1254,26,8,,335,335,335,,,,,,,,,DJMJFLHK_00453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4191,purN,Phosphoribosylglycinamide formyltransferase,1,1,1,56,1241,440,1,,560,560,560,,,,,,,,,DJMJFLHK_00461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4192,,hypothetical protein,1,1,1,56,1218,6,1,,1430,1430,1430,,,,,,,,,DJMJFLHK_00476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4193,pla_1,Coagulase/fibrinolysin,1,1,1,56,447,1,2218,,1046,1046,1046,,,,,,,,,DJMJFLHK_00486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4194,lpxD_1,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,1,1,1,56,5969,1,2295,,962,962,962,,,,,,,,,DJMJFLHK_00492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4195,mlaA,putative phospholipid-binding lipoprotein MlaA,1,1,1,56,6040,392,2,,734,734,734,,,,,,,,,DJMJFLHK_00498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4196,,hypothetical protein,1,1,1,56,6041,392,1,,1301,1301,1301,,,,,,,,,DJMJFLHK_00499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4197,,hypothetical protein,1,1,1,56,6042,406,1,,566,566,566,,,,,,,,,DJMJFLHK_00501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4198,rimM,Ribosome maturation factor RimM,1,1,1,56,6047,81,1,,518,518,518,,,,,,,,,DJMJFLHK_00503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4199,rsmA,Ribosomal RNA small subunit methyltransferase A,1,1,1,56,138,423,1,,806,806,806,,,,,,,,,DJMJFLHK_00506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_42,,hypothetical protein,1,1,1,56,992,1,1995,,287,287,287,,,,,,,,,,,,,,,,,,,,,,,,,,LJEDAGOM_01201,,,,,,,,,,,,,,,,
group_420,,hypothetical protein,1,1,1,56,3422,1,1097,,410,410,410,,,,,,,,,,,,,,,,BJIHFIIA_00804,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4200,spk1,Serine/threonine-protein kinase PK-1,1,1,1,56,6054,386,1,,707,707,707,,,,,,,,,DJMJFLHK_00508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4201,rsgA,Small ribosomal subunit biogenesis GTPase RsgA,1,1,1,56,6055,386,2,,764,764,764,,,,,,,,,DJMJFLHK_00509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4202,,hypothetical protein,1,1,1,56,6063,385,1,,1601,1601,1601,,,,,,,,,DJMJFLHK_00512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4203,,hypothetical protein,1,1,1,56,6064,385,2,,638,638,638,,,,,,,,,DJMJFLHK_00513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4204,upaG_2,Autotransporter adhesin UpaG,1,1,1,56,6065,385,3,,1259,1259,1259,,,,,,,,,DJMJFLHK_00514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4205,,hypothetical protein,1,1,1,56,136,79,3,,932,932,932,,,,,,,,,DJMJFLHK_00519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4206,nrdG,Anaerobic ribonucleoside-triphosphate reductase-activating protein,1,1,1,56,6077,74,1,,509,509,509,,,,,,,,,DJMJFLHK_00523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4207,,hypothetical protein,1,1,1,56,133,70,1,,4019,4019,4019,,,,,,,,,DJMJFLHK_00532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4208,rfaQ_1,Lipopolysaccharide core heptosyltransferase RfaQ,1,1,1,56,1306,7,3,,1073,1073,1073,,,,,,,,,DJMJFLHK_00572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4209,,hypothetical protein,1,1,1,56,1305,7,4,,461,461,461,,,,,,,,,DJMJFLHK_00573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4211,lolD,Lipoprotein-releasing system ATP-binding protein LolD,1,1,1,56,190,418,1,,683,683,683,,,,,,,,,DJMJFLHK_00577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4212,dprA_2,DNA processing protein DprA,1,1,1,56,201,424,1,,905,905,905,,,,,,,,,DJMJFLHK_00580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4213,,hypothetical protein,1,1,1,56,203,41,4,,680,680,680,,,,,,,,,DJMJFLHK_00587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4214,hemN_2,Oxygen-independent coproporphyrinogen-III oxidase-like protein YqeR,1,1,1,56,204,41,3,,1097,1097,1097,,,,,,,,,DJMJFLHK_00588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4215,,hypothetical protein,1,1,1,56,206,,,,404,404,404,,,,,,,,,DJMJFLHK_00595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4217,recF_1,DNA replication and repair protein RecF,1,1,1,56,5651,1,1772,,1928,1928,1928,,,,,,,,,DJMJFLHK_00643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4218,,hypothetical protein,1,1,1,56,5647,1,1674,,1562,1562,1562,,,,,,,,,DJMJFLHK_00645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4219,,hypothetical protein,1,1,1,56,5646,1,1673,,887,887,887,,,,,,,,,DJMJFLHK_00646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_422,,hypothetical protein,1,1,1,56,5652,1,1679,,197,197,197,,,,,,,,,,,,,,,,,,,,,,DKDLJDCI_01918,,,,,,,,,,,,,,,,,,,,
group_4220,,hypothetical protein,1,1,1,56,5644,1,1671,,341,341,341,,,,,,,,,DJMJFLHK_00648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4221,,hypothetical protein,1,1,1,56,5643,1,1670,,1391,1391,1391,,,,,,,,,DJMJFLHK_00649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4222,,hypothetical protein,1,1,1,56,5581,1,1669,,923,923,923,,,,,,,,,DJMJFLHK_00650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4223,,hypothetical protein,1,1,1,56,5582,1,1668,,362,362,362,,,,,,,,,DJMJFLHK_00651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4224,,Putative prophage phiRv2 integrase,1,1,1,56,5583,1,1667,,1124,1124,1124,,,,,,,,,DJMJFLHK_00652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4225,xis,ICEBs1 excisionase,1,1,1,56,5584,1,1666,,194,194,194,,,,,,,,,DJMJFLHK_00653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4226,,hypothetical protein,1,1,1,56,5585,1,1665,,440,440,440,,,,,,,,,DJMJFLHK_00654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4227,,hypothetical protein,1,1,1,56,5678,34,7,,398,398,398,,,,,,,,,DJMJFLHK_00658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4228,,hypothetical protein,1,1,1,56,5679,34,6,,809,809,809,,,,,,,,,DJMJFLHK_00659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4229,nanM,N-acetylneuraminate epimerase,1,1,1,56,5691,21,8,,1109,1109,1109,,,,,,,,,DJMJFLHK_00672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4230,,hypothetical protein,1,1,1,56,5707,415,1,,461,461,461,,,,,,,,,DJMJFLHK_00678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4231,ompP1,Outer membrane protein P1,1,1,1,56,5563,23,10,,1397,1397,1397,,,,,,,,,DJMJFLHK_00684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4232,trkG,Trk system potassium uptake protein TrkG,1,1,1,56,5727,1,2358,,1466,1466,1466,,,,,,,,,DJMJFLHK_00691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4233,,hypothetical protein,1,1,1,56,189,7,24,,458,458,458,,,,,,,,,DJMJFLHK_00708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4234,cfiA_1,2-oxoglutarate carboxylase large subunit,1,1,1,56,5817,398,1,,416,416,416,,,,,,,,,DJMJFLHK_00762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4235,oadG,oxaloacetate decarboxylase gamma chain,1,1,1,56,5816,398,2,,305,305,305,,,,,,,,,DJMJFLHK_00763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4236,,hypothetical protein,1,1,1,56,181,400,1,,1508,1508,1508,,,,,,,,,DJMJFLHK_00765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4237,murE,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase",1,1,1,56,2477,90,1,,1451,1451,1451,,,,,,,,,DJMJFLHK_00771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4238,,hypothetical protein,1,1,1,56,3519,1,946,,698,698,698,,,,,,,,,DJMJFLHK_00780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4239,,hypothetical protein,1,1,1,56,3520,1,947,,200,200,200,,,,,,,,,DJMJFLHK_00782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_424,,hypothetical protein,1,1,1,56,5653,1,1680,,197,197,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PCEJJBAK_00265,,,,,,,,,
group_4240,xerC_2,Tyrosine recombinase XerC,1,1,1,56,3521,1,948,,944,944,944,,,,,,,,,DJMJFLHK_00783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4241,,hypothetical protein,1,1,1,56,3522,1,949,,440,440,440,,,,,,,,,DJMJFLHK_00784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4242,,hypothetical protein,1,1,1,56,3523,1,950,,203,203,203,,,,,,,,,DJMJFLHK_00785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4243,,hypothetical protein,1,1,1,56,3524,1,951,,335,335,335,,,,,,,,,DJMJFLHK_00786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4245,,hypothetical protein,1,1,1,56,3527,1,968,,371,371,371,,,,,,,,,DJMJFLHK_00792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4246,,hypothetical protein,1,1,1,56,3526,1,969,,677,677,677,,,,,,,,,DJMJFLHK_00793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4247,,hypothetical protein,1,1,1,56,4075,1,970,,128,128,128,,,,,,,,,DJMJFLHK_00794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4249,,hypothetical protein,1,1,1,56,2528,1,1115,,2585,2585,2585,,,,,,,,,DJMJFLHK_00828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4250,,hypothetical protein,1,1,1,56,2497,1,3366,,455,455,455,,,,,,,,,DJMJFLHK_00836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4251,oatA_1,O-acetyltransferase OatA,1,1,1,56,1503,380,1,,1805,1805,1805,,,,,,,,,DJMJFLHK_00847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4252,oatA_2,O-acetyltransferase OatA,1,1,1,56,1502,380,3,,791,791,791,,,,,,,,,DJMJFLHK_00848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4253,,hypothetical protein,1,1,1,56,1501,380,2,,836,836,836,,,,,,,,,DJMJFLHK_00849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4254,,hypothetical protein,1,1,1,56,1351,405,1,,377,377,377,,,,,,,,,DJMJFLHK_00853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4255,,hypothetical protein,1,1,1,56,1355,42,7,,257,257,257,,,,,,,,,DJMJFLHK_00858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4256,aroE,Shikimate dehydrogenase (NADP( )),1,1,1,56,1356,42,6,,803,803,803,,,,,,,,,DJMJFLHK_00859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4257,,hypothetical protein,1,1,1,56,1480,1,2976,,695,695,695,,,,,,,,,DJMJFLHK_00866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4258,,hypothetical protein,1,1,1,56,1366,422,1,,665,665,665,,,,,,,,,DJMJFLHK_00868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4259,,hypothetical protein,1,1,1,56,3579,32,1,,152,152,152,,,,,,,,,DJMJFLHK_00897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4260,,hypothetical protein,1,1,1,56,2688,19,3,,722,722,722,,,,,,,,,DJMJFLHK_00983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4261,,hypothetical protein,1,1,1,56,2689,19,4,,743,743,743,,,,,,,,,DJMJFLHK_00984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4262,,hypothetical protein,1,1,1,56,2366,84,1,,635,635,635,,,,,,,,,DJMJFLHK_00989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4263,,hypothetical protein,1,1,1,56,2374,390,1,,521,521,521,,,,,,,,,DJMJFLHK_01004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4264,maf,Septum formation protein Maf,1,1,1,56,2373,390,2,,569,569,569,,,,,,,,,DJMJFLHK_01005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4265,,hypothetical protein,1,1,1,56,2094,1,610,,1256,1256,1256,,,,,,,,,DJMJFLHK_01007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4266,,hypothetical protein,1,1,1,56,2093,1,609,,212,212,212,,,,,,,,,DJMJFLHK_01009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4267,,hypothetical protein,1,1,1,56,2092,1,608,,710,710,710,,,,,,,,,DJMJFLHK_01010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4268,,hypothetical protein,1,1,1,56,2091,1,607,,137,137,137,,,,,,,,,DJMJFLHK_01011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4269,,hypothetical protein,1,1,1,56,2090,1,606,,356,356,356,,,,,,,,,DJMJFLHK_01012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_427,,hypothetical protein,1,1,1,56,5608,1,1678,,857,857,857,,,,,,,,,,,,,,,,,,,,,,,,,OIIKEPCC_02007,,,,,,,,,,,,,,,,,
group_4270,topB,DNA topoisomerase 3,1,1,1,56,2089,1,605,,2144,2144,2144,,,,,,,,,DJMJFLHK_01013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4271,,hypothetical protein,1,1,1,56,2088,1,604,,653,653,653,,,,,,,,,DJMJFLHK_01014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4272,,hypothetical protein,1,1,1,56,2087,1,603,,128,128,128,,,,,,,,,DJMJFLHK_01015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minD_1,,Septum site-determining protein MinD,1,1,1,56,2086,1,602,,1106,1106,1106,,,,,,,,,DJMJFLHK_01016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4274,,hypothetical protein,1,1,1,56,2085,1,601,,497,497,497,,,,,,,,,DJMJFLHK_01017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4275,,hypothetical protein,1,1,1,56,2084,1,600,,650,650,650,,,,,,,,,DJMJFLHK_01018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4276,,hypothetical protein,1,1,1,56,2083,1,599,,401,401,401,,,,,,,,,DJMJFLHK_01019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4277,,hypothetical protein,1,1,1,56,2082,1,598,,407,407,407,,,,,,,,,DJMJFLHK_01020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4278,,hypothetical protein,1,1,1,56,2081,1,597,,908,908,908,,,,,,,,,DJMJFLHK_01021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4279,,hypothetical protein,1,1,1,56,2080,1,596,,821,821,821,,,,,,,,,DJMJFLHK_01022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_428,,hypothetical protein,1,1,1,56,5607,1,1677,,197,197,197,,,,,,,,,,,,,,,,,,,,,,,,,OIIKEPCC_02006,,,,,,,,,,,,,,,,,
group_4280,dnaG_2,DNA primase,1,1,1,56,2079,1,595,,1757,1757,1757,,,,,,,,,DJMJFLHK_01023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4281,,hypothetical protein,1,1,1,56,2077,1,593,,212,212,212,,,,,,,,,DJMJFLHK_01025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4282,,hypothetical protein,1,1,1,56,2076,1,592,,1721,1721,1721,,,,,,,,,DJMJFLHK_01026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4283,,hypothetical protein,1,1,1,56,2075,1,591,,2204,2204,2204,,,,,,,,,DJMJFLHK_01027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4284,,hypothetical protein,1,1,1,56,2074,1,590,,1610,1610,1610,,,,,,,,,DJMJFLHK_01028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4285,,hypothetical protein,1,1,1,56,2073,1,589,,290,290,290,,,,,,,,,DJMJFLHK_01029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4286,mobA,Mobilization protein A,1,1,1,56,2072,1,588,,1640,1640,1640,,,,,,,,,DJMJFLHK_01030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4287,,hypothetical protein,1,1,1,56,2071,1,587,,173,173,173,,,,,,,,,DJMJFLHK_01031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4288,,hypothetical protein,1,1,1,56,2070,1,586,,527,527,527,,,,,,,,,DJMJFLHK_01032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4289,,hypothetical protein,1,1,1,56,2069,1,585,,737,737,737,,,,,,,,,DJMJFLHK_01033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4290,,hypothetical protein,1,1,1,56,2068,1,584,,161,161,161,,,,,,,,,DJMJFLHK_01034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4291,,hypothetical protein,1,1,1,56,2067,1,583,,1619,1619,1619,,,,,,,,,DJMJFLHK_01035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4292,,hypothetical protein,1,1,1,56,2062,1,580,,1001,1001,1001,,,,,,,,,DJMJFLHK_01038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4293,tnpR,Transposon gamma-delta resolvase,1,1,1,56,2061,1,579,,626,626,626,,,,,,,,,DJMJFLHK_01040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4294,,hypothetical protein,1,1,1,56,1846,1,650,,3827,3827,3827,,,,,,,,,DJMJFLHK_01042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4295,,hypothetical protein,1,1,1,56,1850,1,645,,926,926,926,,,,,,,,,DJMJFLHK_01046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_4296,,hypothetical protein,1,1,1,56,1851,1,644,,743,743,743,,,,,,,,,DJMJFLHK_01047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
group_43,,hypothetical protein,1,1,1,56,4605,1,1685,,338,338,338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NDJNICBH_02016,,,,,,,,,,,
group_4300,,hypothetical protein,1,1,1,56,1771,1,246,,518,518,518,,,,,,,,,DJMJFLHK_01059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
